userId,mean_rating_per_user,rating_count_per_user,pct_rated
49400,5.0,1,0.0037391564463057133
118685,3.25,8,0.029913251570445706
80510,3.636363636363636,11,0.04113072090936285
124963,2.975,40,0.14956625785222855
31031,4.0,3,0.01121746933891714
64164,4.0,32,0.11965300628178283
65592,3.189189189189189,37,0.1383487885133114
129438,4.0,33,0.12339216272808855
7788,3.361111111111111,36,0.13460963206700569
23095,4.130434782608695,23,0.0860005982650314
13988,3.4,5,0.018695782231528568
30247,3.704545454545455,44,0.1645228836374514
125721,4.0,20,0.07478312892611427
48727,4.2105263157894735,76,0.28417588991923426
114667,3.583333333333333,12,0.04486987735566856
48962,4.733333333333333,15,0.056087346694585705
82964,3.0,15,0.056087346694585705
37294,4.125,40,0.14956625785222855
84839,3.272727272727273,11,0.04113072090936285
25422,3.692307692307693,13,0.048609033801974275
38797,3.142857142857143,7,0.026174095124139995
121196,3.6,5,0.018695782231528568
12587,4.285714285714286,7,0.026174095124139995
19956,3.8333333333333335,6,0.02243493867783428
54076,3.5,4,0.014956625785222853
78383,3.48,25,0.09347891115764283
103531,3.9583333333333335,24,0.08973975471133712
107806,3.741935483870968,62,0.23182769967095423
30206,3.25,20,0.07478312892611427
649,3.733333333333333,15,0.056087346694585705
87416,3.581395348837209,43,0.1607837271911457
42774,4.0,1,0.0037391564463057133
39198,4.220338983050848,59,0.2206102303320371
38484,3.5,18,0.06730481603350284
14618,3.923076923076923,26,0.09721806760394855
114818,3.4545454545454546,11,0.04113072090936285
52804,2.5,4,0.014956625785222853
111791,5.0,6,0.02243493867783428
21378,3.6666666666666665,36,0.13460963206700569
96195,4.4,5,0.018695782231528568
81263,3.225806451612903,31,0.11591384983547712
51384,3.641509433962264,53,0.19817529165420283
108598,3.175,40,0.14956625785222855
99316,3.875,8,0.029913251570445706
123158,4.181818181818182,11,0.04113072090936285
109759,3.0,3,0.01121746933891714
11909,4.0,1,0.0037391564463057133
137949,3.690476190476191,42,0.15704457074483996
136673,3.101694915254237,59,0.2206102303320371
57769,3.571428571428572,21,0.07852228537241998
27071,3.4444444444444446,27,0.10095722405025426
11314,3.2954545454545454,44,0.1645228836374514
138096,2.6666666666666665,6,0.02243493867783428
115916,3.739130434782609,23,0.0860005982650314
37734,3.727272727272727,22,0.0822614418187257
76174,4.5,2,0.007478312892611427
115818,3.055555555555556,18,0.06730481603350284
116544,3.9444444444444446,54,0.20191444810050851
131010,4.083333333333333,12,0.04486987735566856
135142,2.0,8,0.029913251570445706
2382,3.357142857142857,28,0.10469638049655998
104455,3.5,16,0.05982650314089141
111031,4.173913043478261,23,0.0860005982650314
71361,3.5,6,0.02243493867783428
48646,3.6666666666666665,3,0.01121746933891714
95655,3.5609756097560976,41,0.15330541429853425
120524,2.0277777777777777,36,0.13460963206700569
92089,4.5,2,0.007478312892611427
3572,3.871794871794872,39,0.14582710140592284
18031,3.1818181818181817,11,0.04113072090936285
29471,3.739130434782609,23,0.0860005982650314
122899,3.7777777777777777,9,0.03365240801675142
136674,3.6818181818181817,22,0.0822614418187257
117667,4.307692307692308,13,0.048609033801974275
74756,3.1739130434782608,23,0.0860005982650314
73685,3.8461538461538463,13,0.048609033801974275
75651,3.5,6,0.02243493867783428
121947,3.125,16,0.05982650314089141
80153,3.571428571428572,14,0.05234819024827999
130535,3.8684210526315783,38,0.14208794495961713
12142,4.25,8,0.029913251570445706
119811,3.658536585365854,41,0.15330541429853425
42737,4.222222222222222,9,0.03365240801675142
44324,3.5,10,0.037391564463057136
112011,3.659090909090909,44,0.1645228836374514
95138,3.555555555555556,36,0.13460963206700569
96040,3.741935483870968,31,0.11591384983547712
123514,3.185714285714285,70,0.26174095124139996
95932,3.6052631578947367,38,0.14208794495961713
37935,3.85,20,0.07478312892611427
101329,4.0227272727272725,44,0.1645228836374514
128762,3.208955223880597,67,0.2505234819024828
57688,3.4444444444444446,18,0.06730481603350284
112864,3.6666666666666665,30,0.11217469338917141
41231,3.5454545454545454,11,0.04113072090936285
105747,3.75,36,0.13460963206700569
91782,3.857142857142857,14,0.05234819024827999
68117,3.333333333333333,18,0.06730481603350284
70600,3.8947368421052633,19,0.07104397247980856
3228,4.25,20,0.07478312892611427
12016,3.333333333333333,9,0.03365240801675142
10571,3.1379310344827585,29,0.10843553694286569
120765,4.2388059701492535,67,0.2505234819024828
84406,3.388888888888889,36,0.13460963206700569
104378,3.6875,16,0.05982650314089141
127063,3.1639344262295084,61,0.2280885432246485
104852,3.4545454545454546,11,0.04113072090936285
60409,4.0,10,0.037391564463057136
63626,4.0,5,0.018695782231528568
92499,3.617977528089888,89,0.3327849237212085
130223,3.333333333333333,3,0.01121746933891714
136752,4.0,6,0.02243493867783428
88055,3.4074074074074074,27,0.10095722405025426
130363,4.0,13,0.048609033801974275
24768,4.388888888888889,18,0.06730481603350284
119635,3.809523809523809,21,0.07852228537241998
127748,4.333333333333333,3,0.01121746933891714
94302,3.8260869565217392,23,0.0860005982650314
15682,3.6557377049180326,61,0.2280885432246485
42266,3.0,13,0.048609033801974275
92978,3.4285714285714284,21,0.07852228537241998
11023,3.25,4,0.014956625785222853
99856,3.863636363636364,22,0.0822614418187257
117948,3.616438356164384,73,0.27295842058031705
64689,2.9473684210526314,19,0.07104397247980856
11856,3.565217391304348,23,0.0860005982650314
93919,4.0,7,0.026174095124139995
8623,3.2666666666666666,30,0.11217469338917141
33266,3.4,10,0.037391564463057136
94820,3.0,34,0.12713131917439427
125186,4.111111111111111,18,0.06730481603350284
46447,4.454545454545454,44,0.1645228836374514
53058,3.706896551724138,58,0.21687107388573137
92031,3.0,4,0.014956625785222853
6743,3.4363636363636365,55,0.20565360454681425
12586,3.857142857142857,7,0.026174095124139995
20586,2.333333333333333,12,0.04486987735566856
118406,3.5217391304347827,23,0.0860005982650314
108745,3.6,30,0.11217469338917141
18089,3.357142857142857,28,0.10469638049655998
115286,3.4705882352941178,17,0.06356565958719713
43988,3.634146341463415,41,0.15330541429853425
21818,4.0,7,0.026174095124139995
66912,3.7142857142857135,7,0.026174095124139995
9471,3.5142857142857142,35,0.13087047562069998
88109,4.2,5,0.018695782231528568
110223,2.2,5,0.018695782231528568
98454,3.6666666666666665,15,0.056087346694585705
73139,2.25,4,0.014956625785222853
37515,3.2777777777777777,18,0.06730481603350284
43719,4.0,2,0.007478312892611427
12816,2.5,4,0.014956625785222853
133553,3.8333333333333335,6,0.02243493867783428
51820,3.571428571428572,7,0.026174095124139995
104380,3.888888888888889,18,0.06730481603350284
111549,3.5205479452054798,73,0.27295842058031705
40458,4.0,5,0.018695782231528568
53068,4.0,3,0.01121746933891714
58327,3.2916666666666665,24,0.08973975471133712
13929,4.333333333333333,18,0.06730481603350284
109800,4.571428571428571,7,0.026174095124139995
38151,4.0,4,0.014956625785222853
76868,4.3,10,0.037391564463057136
29166,2.75,12,0.04486987735566856
126254,3.641025641025641,39,0.14582710140592284
32379,3.65625,32,0.11965300628178283
86192,2.647058823529412,17,0.06356565958719713
301,3.25,4,0.014956625785222853
38159,3.727272727272727,44,0.1645228836374514
123314,3.875,8,0.029913251570445706
103296,3.375,16,0.05982650314089141
119916,4.0,55,0.20565360454681425
19087,3.727272727272727,11,0.04113072090936285
134220,2.975,40,0.14956625785222855
26717,4.107142857142857,28,0.10469638049655998
134870,3.1052631578947367,38,0.14208794495961713
76807,4.75,8,0.029913251570445706
4244,3.5384615384615383,39,0.14582710140592284
112109,3.843137254901961,51,0.1906969787615914
359,3.7288135593220337,59,0.2206102303320371
135753,3.925925925925926,54,0.20191444810050851
67640,3.558139534883721,43,0.1607837271911457
74352,3.7142857142857135,7,0.026174095124139995
119542,3.380952380952381,42,0.15704457074483996
43194,3.225,80,0.2991325157044571
88007,3.2,10,0.037391564463057136
20288,3.321428571428572,28,0.10469638049655998
75313,4.0,2,0.007478312892611427
129250,3.6666666666666665,3,0.01121746933891714
6625,3.333333333333333,15,0.056087346694585705
88660,4.5,4,0.014956625785222853
80232,3.473684210526316,19,0.07104397247980856
8167,3.8666666666666663,15,0.056087346694585705
138387,3.3684210526315788,38,0.14208794495961713
10441,2.571428571428572,7,0.026174095124139995
102149,4.0,9,0.03365240801675142
36344,3.75,12,0.04486987735566856
108266,3.5,6,0.02243493867783428
24603,3.375,8,0.029913251570445706
129157,3.6666666666666665,3,0.01121746933891714
116184,3.565217391304348,23,0.0860005982650314
117841,2.727272727272727,33,0.12339216272808855
19433,3.736842105263158,19,0.07104397247980856
6508,3.7142857142857135,7,0.026174095124139995
130667,4.0,6,0.02243493867783428
6235,3.2,5,0.018695782231528568
18970,3.3846153846153846,13,0.048609033801974275
3132,3.615384615384616,13,0.048609033801974275
74028,3.5444444444444443,90,0.3365240801675142
82770,2.833333333333333,54,0.20191444810050851
31434,3.5172413793103448,29,0.10843553694286569
81033,3.466666666666667,15,0.056087346694585705
80065,3.6666666666666665,6,0.02243493867783428
54910,3.807692307692308,52,0.1944361352078971
15669,3.5,18,0.06730481603350284
56834,3.5,4,0.014956625785222853
64993,4.111111111111111,9,0.03365240801675142
4505,4.4,5,0.018695782231528568
110692,3.333333333333333,12,0.04486987735566856
55207,5.0,1,0.0037391564463057133
96240,5.0,4,0.014956625785222853
13285,2.888888888888889,45,0.1682620400837571
110171,3.4285714285714284,7,0.026174095124139995
115139,4.0,2,0.007478312892611427
35258,3.842105263157895,38,0.14208794495961713
103709,3.630434782608696,46,0.1720011965300628
38221,3.954545454545455,22,0.0822614418187257
64894,3.888888888888889,9,0.03365240801675142
95312,3.75,4,0.014956625785222853
128229,4.3,10,0.037391564463057136
126216,3.1,10,0.037391564463057136
25102,3.821428571428572,28,0.10469638049655998
107131,3.555555555555556,9,0.03365240801675142
122962,3.736842105263158,19,0.07104397247980856
45466,3.772727272727273,22,0.0822614418187257
77385,3.5185185185185186,54,0.20191444810050851
14081,3.5476190476190474,42,0.15704457074483996
23851,3.8125,16,0.05982650314089141
110938,3.583333333333333,12,0.04486987735566856
8644,3.9344262295081966,61,0.2280885432246485
75173,3.7142857142857135,56,0.20939276099311996
135861,4.0,2,0.007478312892611427
12195,3.774193548387097,31,0.11591384983547712
122158,4.0,6,0.02243493867783428
35227,3.344444444444445,90,0.3365240801675142
68980,2.7954545454545454,44,0.1645228836374514
54245,4.0,7,0.026174095124139995
93252,3.6666666666666665,21,0.07852228537241998
29056,3.3617021276595747,94,0.35148070595273706
78143,2.875,8,0.029913251570445706
77833,3.611111111111111,18,0.06730481603350284
63294,3.4761904761904763,21,0.07852228537241998
105767,3.633333333333333,30,0.11217469338917141
115606,3.2045454545454546,44,0.1645228836374514
128653,3.375,40,0.14956625785222855
27549,3.4444444444444446,27,0.10095722405025426
111087,3.3666666666666667,30,0.11217469338917141
67722,3.0,29,0.10843553694286569
123956,2.8076923076923075,26,0.09721806760394855
43043,2.857142857142857,7,0.026174095124139995
112893,4.142857142857143,7,0.026174095124139995
689,3.6,25,0.09347891115764283
70391,3.731707317073171,41,0.15330541429853425
133602,5.0,2,0.007478312892611427
25455,3.56,25,0.09347891115764283
123132,3.25,4,0.014956625785222853
61665,4.0,3,0.01121746933891714
11878,2.571428571428572,7,0.026174095124139995
15824,4.3,10,0.037391564463057136
41235,3.733333333333333,15,0.056087346694585705
59507,3.25,8,0.029913251570445706
67846,4.0,9,0.03365240801675142
7012,4.636363636363637,11,0.04113072090936285
28842,4.0,7,0.026174095124139995
111383,2.269230769230769,26,0.09721806760394855
119820,2.9375,16,0.05982650314089141
36726,4.117647058823529,17,0.06356565958719713
63232,3.608695652173913,23,0.0860005982650314
134649,3.869565217391304,23,0.0860005982650314
